Bid For(A)  ,JAZZLTD.pdf,8,8
Adams Apple  ,JAZZLTD.pdf,9,9
Afreaka  ,JAZZLTD.pdf,10,10
Ain't It The Truth,JAZZLTD.pdf,11,11
Aisha  ,JAZZLTD.pdf,12,12
Little Sweet(A)  ,JAZZLTD.pdf,12,12
Air Conditioning  ,JAZZLTD.pdf,13,13
All Members       ,JAZZLTD.pdf,13,13
All Too Soon      ,JAZZLTD.pdf,14,14
Almost  Like Being In  Love    ,JAZZLTD.pdf,15,15
Amor Sonador        ,JAZZLTD.pdf,16,16
Ah-leu-cha  ,JAZZLTD.pdf,17,17
April  Head ,JAZZLTD.pdf,18,18
An Oscar  For  Treadwell   ,JAZZLTD.pdf,19,19
Arriving Soon   ,JAZZLTD.pdf,19,19
Anti Climax   ,JAZZLTD.pdf,20,20
Aquarius   ,JAZZLTD.pdf,20,20
Cyclic Episode   ,JAZZLTD.pdf,20,20
Are They Only Dreams   ,JAZZLTD.pdf,21,21
At Last  ,JAZZLTD.pdf,22,22
Autumn  Liebs ,JAZZLTD.pdf,23,23
Azule  Serape ,JAZZLTD.pdf,23,23
After Fact ,JAZZLTD.pdf,24,24
Africaine  ,JAZZLTD.pdf,25,25
Bark for Barsdale ,JAZZLTD.pdf,25,25
Baby Breeze  ,JAZZLTD.pdf,26,26
Background Music ,JAZZLTD.pdf,27,27
Band Aid  ,JAZZLTD.pdf,28,28
Bakai  ,JAZZLTD.pdf,29,29
Bemsha Swing  ,JAZZLTD.pdf,29,29
Bea's Flat ,JAZZLTD.pdf,30,30
Beatrice  ,JAZZLTD.pdf,30,30
Batter Up ,JAZZLTD.pdf,31,31
Bockhanal   ,JAZZLTD.pdf,31,31
Berkshire Blues   ,JAZZLTD.pdf,32,32
Big Ben  ,JAZZLTD.pdf,33,33
Big Bear  ,JAZZLTD.pdf,34,34
Big Bertha  ,JAZZLTD.pdf,35,35
Bird Calls  ,JAZZLTD.pdf,35,35
Bones From Jones   ,JAZZLTD.pdf,36,36
Big Push  ,JAZZLTD.pdf,37,37
Birds Mother  ,JAZZLTD.pdf,38,38
X-Stream   ,JAZZLTD.pdf,38,38
Black   ,JAZZLTD.pdf,39,39
Black Bats and Poles ,JAZZLTD.pdf,40,40
Black Eyes  ,JAZZLTD.pdf,41,41
The Blessing  ,JAZZLTD.pdf,41,41
Bottoms Up  ,JAZZLTD.pdf,42,42
Blue Fable  ,JAZZLTD.pdf,43,43
Blue Lace  ,JAZZLTD.pdf,44,44
Blue Concept  ,JAZZLTD.pdf,45,45
Blues Peru  ,JAZZLTD.pdf,45,45
Blue Hawk  ,JAZZLTD.pdf,46,46
Blue Samba  ,JAZZLTD.pdf,46,46
Blue Skies  ,JAZZLTD.pdf,47,47
Bob Movers Bossa Nova   ,JAZZLTD.pdf,48,48
Busy B's   ,JAZZLTD.pdf,49,49
Boy What A Night,JAZZLTD.pdf,50,50
Breakthrough   ,JAZZLTD.pdf,50,50
Ballad (A) ,JAZZLTD.pdf,51,51
Bridgitte   ,JAZZLTD.pdf,52,52
Brownie  Speaks ,JAZZLTD.pdf,53,53
Beach Wise ,JAZZLTD.pdf,54,54
Bongo Hop   ,JAZZLTD.pdf,54,54
Bruh Slim   ,JAZZLTD.pdf,55,55
Bud's Idea  ,JAZZLTD.pdf,55,55
Bop City  ,JAZZLTD.pdf,56,56
Bright  Blues ,JAZZLTD.pdf,56,56
Buhaina's Delight   ,JAZZLTD.pdf,57,57
Butch and Butch  ,JAZZLTD.pdf,58,58
Bye-Ya   ,JAZZLTD.pdf,58,58
Cathy   ,JAZZLTD.pdf,59,59
Chasing the Bird  ,JAZZLTD.pdf,59,59
Cascades   ,JAZZLTD.pdf,60,60
Cady and Carole   ,JAZZLTD.pdf,61,61
Charcoal Blues   ,JAZZLTD.pdf,61,61
Cat   ,JAZZLTD.pdf,62,62
Casa de Luz  ,JAZZLTD.pdf,63,63
Crisis   ,JAZZLTD.pdf,63,63
Cheshire Cat Walk  ,JAZZLTD.pdf,64,64
Chesney   ,JAZZLTD.pdf,65,65
Chief Crazy Horse  ,JAZZLTD.pdf,66,66
Chronic Blues  ,JAZZLTD.pdf,67,67
Circumstantial   ,JAZZLTD.pdf,68,68
Comin' On The Hudson   ,JAZZLTD.pdf,68,68
Cantelope Island   ,JAZZLTD.pdf,69,69
Crepuscule With Nellis   ,JAZZLTD.pdf,69,69
Footprints   ,JAZZLTD.pdf,69,69
Charles Christopher Parker  ,JAZZLTD.pdf,70,70
Comin' Down   ,JAZZLTD.pdf,71,71
Cookin' At The Continental   ,JAZZLTD.pdf,71,71
Comrad Conrad   ,JAZZLTD.pdf,72,72
Contemplation   ,JAZZLTD.pdf,73,73
Connies Bounce   ,JAZZLTD.pdf,74,74
Cool One (The)  ,JAZZLTD.pdf,75,75
Consternation   ,JAZZLTD.pdf,76,76
Children Of The Night  ,JAZZLTD.pdf,77,77
Crescent City   ,JAZZLTD.pdf,78,78
C.T.A.   ,JAZZLTD.pdf,79,79
CIA   ,JAZZLTD.pdf,79,79
Cunga Black   ,JAZZLTD.pdf,80,80
Dahomey Dance   ,JAZZLTD.pdf,81,81
Dance  Of The Infidels ,JAZZLTD.pdf,81,81
Dakar   ,JAZZLTD.pdf,82,82
Dance  Cadaverous ,JAZZLTD.pdf,83,83
Dat Dere  ,JAZZLTD.pdf,84,84
Dear Old Stockholm  ,JAZZLTD.pdf,85,85
Deception   ,JAZZLTD.pdf,86,86
Decidedly   ,JAZZLTD.pdf,87,87
Dee's Dilemma   ,JAZZLTD.pdf,88,88
Dj vu  ,JAZZLTD.pdf,89,89
Del Sasser   ,JAZZLTD.pdf,90,90
Desert  Moonlight ,JAZZLTD.pdf,91,91
Dexter   ,JAZZLTD.pdf,92,92
Dilemma   ,JAZZLTD.pdf,93,93
Dimples   ,JAZZLTD.pdf,93,93
Did You Call Her Today   ,JAZZLTD.pdf,94,94
Cariba   ,JAZZLTD.pdf,95,95
Double Talk  ,JAZZLTD.pdf,95,95
Dizzy's Business   ,JAZZLTD.pdf,96,96
Dr. Jeckyll  ,JAZZLTD.pdf,96,96
Dr. Jeckyll  ,JAZZLTD.pdf,96,96
Doin' The Things  ,JAZZLTD.pdf,97,97
Don't Explain  ,JAZZLTD.pdf,97,97
Doodlin   ,JAZZLTD.pdf,98,98
Down   ,JAZZLTD.pdf,99,99
Duke's Sound Of Love   ,JAZZLTD.pdf,100,100
Eager Beaver  ,JAZZLTD.pdf,101,101
Early   ,JAZZLTD.pdf,102,102
Ebony Moonbeams  ,JAZZLTD.pdf,103,103
Eclipse  (Henderson) ,JAZZLTD.pdf,104,104
Eclipse  (Mingus) ,JAZZLTD.pdf,104,104
Edda   ,JAZZLTD.pdf,105,105
Eighth Day (The)   ,JAZZLTD.pdf,106,106
Ein Bein Strauss   ,JAZZLTD.pdf,107,107
Elevation   ,JAZZLTD.pdf,107,107
Ellipsis (Helias)   ,JAZZLTD.pdf,108,108
Ellipsis (Rivers)   ,JAZZLTD.pdf,109,109
Elsa   ,JAZZLTD.pdf,109,109
El Toro  ,JAZZLTD.pdf,110,110
Elvin Sir Jones   ,JAZZLTD.pdf,110,110
Ecaroh   ,JAZZLTD.pdf,111,111
Empathy   ,JAZZLTD.pdf,112,112
Ericloth   ,JAZZLTD.pdf,113,113
Early Spring  ,JAZZLTD.pdf,114,114
Eronel   ,JAZZLTD.pdf,114,114
Escapade   ,JAZZLTD.pdf,115,115
Estimated Time Of Arrival   ,JAZZLTD.pdf,116,116
Evergreenish   ,JAZZLTD.pdf,117,117
Every Now And Then   ,JAZZLTD.pdf,118,118
Every Time I See You  ,JAZZLTD.pdf,119,119
